period_code,period_label,period_type,geography_code,geography_label,observation,measure,unit,seasonal_adjustment
2021-01-05,2021-01-05,day,K02000001,United Kingdom,66.7,Aggregate UK spending on credit and debit cards,number,NSA
2021-01-06,2021-01-06,day,K02000001,United Kingdom,64.13,Aggregate UK spending on credit and debit cards,number,NSA
2021-01-07,2021-01-07,day,K02000001,United Kingdom,61.68,Aggregate UK spending on credit and debit cards,number,NSA
2021-01-08,2021-01-08,day,K02000001,United Kingdom,61.84,Aggregate UK spending on credit and debit cards,number,NSA
2021-01-11,2021-01-11,day,K02000001,United Kingdom,64.65,Aggregate UK spending on credit and debit cards,number,NSA
2021-01-12,2021-01-12,day,K02000001,United Kingdom,62.71,Aggregate UK spending on credit and debit cards,number,NSA
2021-01-13,2021-01-13,day,K02000001,United Kingdom,62.23,Aggregate UK spending on credit and debit cards,number,NSA
2021-01-14,2021-01-14,day,K02000001,United Kingdom,61.8,Aggregate UK spending on credit and debit cards,number,NSA
2021-01-15,2021-01-15,day,K02000001,United Kingdom,61.45,Aggregate UK spending on credit and debit cards,number,NSA
2021-01-18,2021-01-18,day,K02000001,United Kingdom,61.79,Aggregate UK spending on credit and debit cards,number,NSA
2021-01-19,2021-01-19,day,K02000001,United Kingdom,61.83,Aggregate UK spending on credit and debit cards,number,NSA
2021-01-20,2021-01-20,day,K02000001,United Kingdom,61.73,Aggregate UK spending on credit and debit cards,number,NSA
2021-01-21,2021-01-21,day,K02000001,United Kingdom,61.53,Aggregate UK spending on credit and debit cards,number,NSA
2021-01-22,2021-01-22,day,K02000001,United Kingdom,61.98,Aggregate UK spending on credit and debit cards,number,NSA
2021-01-25,2021-01-25,day,K02000001,United Kingdom,62.31,Aggregate UK spending on credit and debit cards,number,NSA
2021-01-26,2021-01-26,day,K02000001,United Kingdom,62.62,Aggregate UK spending on credit and debit cards,number,NSA
2021-01-27,2021-01-27,day,K02000001,United Kingdom,63.27,Aggregate UK spending on credit and debit cards,number,NSA
2021-01-28,2021-01-28,day,K02000001,United Kingdom,64.43,Aggregate UK spending on credit and debit cards,number,NSA
2021-01-29,2021-01-29,day,K02000001,United Kingdom,65.33,Aggregate UK spending on credit and debit cards,number,NSA
2021-02-01,2021-02-01,day,K02000001,United Kingdom,69.38,Aggregate UK spending on credit and debit cards,number,NSA
2021-02-02,2021-02-02,day,K02000001,United Kingdom,71.39,Aggregate UK spending on credit and debit cards,number,NSA
2021-02-03,2021-02-03,day,K02000001,United Kingdom,71.63,Aggregate UK spending on credit and debit cards,number,NSA
2021-02-04,2021-02-04,day,K02000001,United Kingdom,71.84,Aggregate UK spending on credit and debit cards,number,NSA
2021-02-05,2021-02-05,day,K02000001,United Kingdom,71.78,Aggregate UK spending on credit and debit cards,number,NSA
2021-02-08,2021-02-08,day,K02000001,United Kingdom,70.6,Aggregate UK spending on credit and debit cards,number,NSA
2021-02-09,2021-02-09,day,K02000001,United Kingdom,69.06,Aggregate UK spending on credit and debit cards,number,NSA
2021-02-10,2021-02-10,day,K02000001,United Kingdom,68.54,Aggregate UK spending on credit and debit cards,number,NSA
2021-02-11,2021-02-11,day,K02000001,United Kingdom,68.26,Aggregate UK spending on credit and debit cards,number,NSA
2021-02-12,2021-02-12,day,K02000001,United Kingdom,68.43,Aggregate UK spending on credit and debit cards,number,NSA
2021-02-15,2021-02-15,day,K02000001,United Kingdom,69.73,Aggregate UK spending on credit and debit cards,number,NSA
2021-02-16,2021-02-16,day,K02000001,United Kingdom,70.54,Aggregate UK spending on credit and debit cards,number,NSA
2021-02-17,2021-02-17,day,K02000001,United Kingdom,70.85,Aggregate UK spending on credit and debit cards,number,NSA
2021-02-18,2021-02-18,day,K02000001,United Kingdom,70.82,Aggregate UK spending on credit and debit cards,number,NSA
2021-02-19,2021-02-19,day,K02000001,United Kingdom,70.69,Aggregate UK spending on credit and debit cards,number,NSA
2021-02-22,2021-02-22,day,K02000001,United Kingdom,69.63,Aggregate UK spending on credit and debit cards,number,NSA
2021-02-23,2021-02-23,day,K02000001,United Kingdom,68.88,Aggregate UK spending on credit and debit cards,number,NSA
2021-02-24,2021-02-24,day,K02000001,United Kingdom,68.67,Aggregate UK spending on credit and debit cards,number,NSA
2021-02-25,2021-02-25,day,K02000001,United Kingdom,69.07,Aggregate UK spending on credit and debit cards,number,NSA
2021-02-26,2021-02-26,day,K02000001,United Kingdom,69.76,Aggregate UK spending on credit and debit cards,number,NSA
2021-03-01,2021-03-01,day,K02000001,United Kingdom,74.65,Aggregate UK spending on credit and debit cards,number,NSA
2021-03-02,2021-03-02,day,K02000001,United Kingdom,76.62,Aggregate UK spending on credit and debit cards,number,NSA
2021-03-03,2021-03-03,day,K02000001,United Kingdom,78.21,Aggregate UK spending on credit and debit cards,number,NSA
2021-03-04,2021-03-04,day,K02000001,United Kingdom,78.69,Aggregate UK spending on credit and debit cards,number,NSA
2021-03-05,2021-03-05,day,K02000001,United Kingdom,78.98,Aggregate UK spending on credit and debit cards,number,NSA
2021-03-08,2021-03-08,day,K02000001,United Kingdom,77.04,Aggregate UK spending on credit and debit cards,number,NSA
2021-03-09,2021-03-09,day,K02000001,United Kingdom,76.25,Aggregate UK spending on credit and debit cards,number,NSA
2021-03-10,2021-03-10,day,K02000001,United Kingdom,75.68,Aggregate UK spending on credit and debit cards,number,NSA
2021-03-11,2021-03-11,day,K02000001,United Kingdom,75.65,Aggregate UK spending on credit and debit cards,number,NSA
2021-03-12,2021-03-12,day,K02000001,United Kingdom,74.6,Aggregate UK spending on credit and debit cards,number,NSA
2021-03-15,2021-03-15,day,K02000001,United Kingdom,76.56,Aggregate UK spending on credit and debit cards,number,NSA
2021-03-16,2021-03-16,day,K02000001,United Kingdom,76.77,Aggregate UK spending on credit and debit cards,number,NSA
2021-03-17,2021-03-17,day,K02000001,United Kingdom,77.09,Aggregate UK spending on credit and debit cards,number,NSA
2021-03-18,2021-03-18,day,K02000001,United Kingdom,76.82,Aggregate UK spending on credit and debit cards,number,NSA
2021-03-19,2021-03-19,day,K02000001,United Kingdom,77.53,Aggregate UK spending on credit and debit cards,number,NSA
2021-03-22,2021-03-22,day,K02000001,United Kingdom,75.08,Aggregate UK spending on credit and debit cards,number,NSA
2021-03-23,2021-03-23,day,K02000001,United Kingdom,74.76,Aggregate UK spending on credit and debit cards,number,NSA
2021-03-24,2021-03-24,day,K02000001,United Kingdom,72.71,Aggregate UK spending on credit and debit cards,number,NSA
2021-03-25,2021-03-25,day,K02000001,United Kingdom,74.76,Aggregate UK spending on credit and debit cards,number,NSA
2021-03-26,2021-03-26,day,K02000001,United Kingdom,75.57,Aggregate UK spending on credit and debit cards,number,NSA
2021-03-29,2021-03-29,day,K02000001,United Kingdom,79.09,Aggregate UK spending on credit and debit cards,number,NSA
2021-03-30,2021-03-30,day,K02000001,United Kingdom,80.23,Aggregate UK spending on credit and debit cards,number,NSA
2021-03-31,2021-03-31,day,K02000001,United Kingdom,83.33,Aggregate UK spending on credit and debit cards,number,NSA
2021-04-01,2021-04-01,day,K02000001,United Kingdom,84.02,Aggregate UK spending on credit and debit cards,number,NSA
2021-04-06,2021-04-06,day,K02000001,United Kingdom,78.5,Aggregate UK spending on credit and debit cards,number,NSA
2021-04-07,2021-04-07,day,K02000001,United Kingdom,82.04,Aggregate UK spending on credit and debit cards,number,NSA
2021-04-08,2021-04-08,day,K02000001,United Kingdom,80.05,Aggregate UK spending on credit and debit cards,number,NSA
2021-04-09,2021-04-09,day,K02000001,United Kingdom,80.31,Aggregate UK spending on credit and debit cards,number,NSA
2021-04-12,2021-04-12,day,K02000001,United Kingdom,79.5,Aggregate UK spending on credit and debit cards,number,NSA
2021-04-13,2021-04-13,day,K02000001,United Kingdom,86.86,Aggregate UK spending on credit and debit cards,number,NSA
2021-04-14,2021-04-14,day,K02000001,United Kingdom,85.28,Aggregate UK spending on credit and debit cards,number,NSA
2021-04-15,2021-04-15,day,K02000001,United Kingdom,87.79,Aggregate UK spending on credit and debit cards,number,NSA
2021-04-16,2021-04-16,day,K02000001,United Kingdom,89.89,Aggregate UK spending on credit and debit cards,number,NSA
2021-04-19,2021-04-19,day,K02000001,United Kingdom,98.66,Aggregate UK spending on credit and debit cards,number,NSA
2021-04-20,2021-04-20,day,K02000001,United Kingdom,96.49,Aggregate UK spending on credit and debit cards,number,NSA
2021-04-21,2021-04-21,day,K02000001,United Kingdom,95.53,Aggregate UK spending on credit and debit cards,number,NSA
2021-04-22,2021-04-22,day,K02000001,United Kingdom,94.87,Aggregate UK spending on credit and debit cards,number,NSA
2021-04-23,2021-04-23,day,K02000001,United Kingdom,93.96,Aggregate UK spending on credit and debit cards,number,NSA
2021-04-26,2021-04-26,day,K02000001,United Kingdom,94.29,Aggregate UK spending on credit and debit cards,number,NSA
2021-04-27,2021-04-27,day,K02000001,United Kingdom,94.25,Aggregate UK spending on credit and debit cards,number,NSA
2021-04-28,2021-04-28,day,K02000001,United Kingdom,94.57,Aggregate UK spending on credit and debit cards,number,NSA
2021-04-29,2021-04-29,day,K02000001,United Kingdom,95.63,Aggregate UK spending on credit and debit cards,number,NSA
2021-04-30,2021-04-30,day,K02000001,United Kingdom,96.78,Aggregate UK spending on credit and debit cards,number,NSA
2021-05-04,2021-05-04,day,K02000001,United Kingdom,99.65,Aggregate UK spending on credit and debit cards,number,NSA
2021-05-05,2021-05-05,day,K02000001,United Kingdom,102.58,Aggregate UK spending on credit and debit cards,number,NSA
2021-05-06,2021-05-06,day,K02000001,United Kingdom,102.1,Aggregate UK spending on credit and debit cards,number,NSA
2021-05-07,2021-05-07,day,K02000001,United Kingdom,100.83,Aggregate UK spending on credit and debit cards,number,NSA
2021-05-10,2021-05-10,day,K02000001,United Kingdom,100.14,Aggregate UK spending on credit and debit cards,number,NSA
2021-05-11,2021-05-11,day,K02000001,United Kingdom,97.53,Aggregate UK spending on credit and debit cards,number,NSA
2021-05-12,2021-05-12,day,K02000001,United Kingdom,94.12,Aggregate UK spending on credit and debit cards,number,NSA
2021-05-13,2021-05-13,day,K02000001,United Kingdom,93.39,Aggregate UK spending on credit and debit cards,number,NSA
2021-05-14,2021-05-14,day,K02000001,United Kingdom,93.34,Aggregate UK spending on credit and debit cards,number,NSA
2021-05-17,2021-05-17,day,K02000001,United Kingdom,92.57,Aggregate UK spending on credit and debit cards,number,NSA
2021-05-18,2021-05-18,day,K02000001,United Kingdom,92.29,Aggregate UK spending on credit and debit cards,number,NSA
2021-05-19,2021-05-19,day,K02000001,United Kingdom,92.31,Aggregate UK spending on credit and debit cards,number,NSA
2021-05-20,2021-05-20,day,K02000001,United Kingdom,92.44,Aggregate UK spending on credit and debit cards,number,NSA
2021-05-21,2021-05-21,day,K02000001,United Kingdom,92.67,Aggregate UK spending on credit and debit cards,number,NSA
2021-05-24,2021-05-24,day,K02000001,United Kingdom,91.55,Aggregate UK spending on credit and debit cards,number,NSA
2021-05-25,2021-05-25,day,K02000001,United Kingdom,91.67,Aggregate UK spending on credit and debit cards,number,NSA
2021-05-26,2021-05-26,day,K02000001,United Kingdom,91.86,Aggregate UK spending on credit and debit cards,number,NSA
2021-05-27,2021-05-27,day,K02000001,United Kingdom,91.89,Aggregate UK spending on credit and debit cards,number,NSA
2021-05-28,2021-05-28,day,K02000001,United Kingdom,92.61,Aggregate UK spending on credit and debit cards,number,NSA
2021-06-01,2021-06-01,day,K02000001,United Kingdom,94.65,Aggregate UK spending on credit and debit cards,number,NSA
2021-06-02,2021-06-02,day,K02000001,United Kingdom,97.97,Aggregate UK spending on credit and debit cards,number,NSA
2021-06-03,2021-06-03,day,K02000001,United Kingdom,98.3,Aggregate UK spending on credit and debit cards,number,NSA
2021-06-04,2021-06-04,day,K02000001,United Kingdom,98.54,Aggregate UK spending on credit and debit cards,number,NSA
2021-06-07,2021-06-07,day,K02000001,United Kingdom,96.99,Aggregate UK spending on credit and debit cards,number,NSA
2021-06-08,2021-06-08,day,K02000001,United Kingdom,96.07,Aggregate UK spending on credit and debit cards,number,NSA
2021-06-09,2021-06-09,day,K02000001,United Kingdom,92.48,Aggregate UK spending on credit and debit cards,number,NSA
2021-06-10,2021-06-10,day,K02000001,United Kingdom,91.92,Aggregate UK spending on credit and debit cards,number,NSA
2021-06-11,2021-06-11,day,K02000001,United Kingdom,91.06,Aggregate UK spending on credit and debit cards,number,NSA
2021-06-14,2021-06-14,day,K02000001,United Kingdom,89.99,Aggregate UK spending on credit and debit cards,number,NSA
2021-06-15,2021-06-15,day,K02000001,United Kingdom,88.74,Aggregate UK spending on credit and debit cards,number,NSA
2021-06-16,2021-06-16,day,K02000001,United Kingdom,88.84,Aggregate UK spending on credit and debit cards,number,NSA
2021-06-17,2021-06-17,day,K02000001,United Kingdom,87.18,Aggregate UK spending on credit and debit cards,number,NSA
2021-06-18,2021-06-18,day,K02000001,United Kingdom,87.74,Aggregate UK spending on credit and debit cards,number,NSA
2021-06-21,2021-06-21,day,K02000001,United Kingdom,88.3,Aggregate UK spending on credit and debit cards,number,NSA
2021-06-22,2021-06-22,day,K02000001,United Kingdom,88.46,Aggregate UK spending on credit and debit cards,number,NSA
2021-06-23,2021-06-23,day,K02000001,United Kingdom,88.17,Aggregate UK spending on credit and debit cards,number,NSA
2021-06-24,2021-06-24,day,K02000001,United Kingdom,88.96,Aggregate UK spending on credit and debit cards,number,NSA
2021-06-25,2021-06-25,day,K02000001,United Kingdom,88.23,Aggregate UK spending on credit and debit cards,number,NSA
2021-06-28,2021-06-28,day,K02000001,United Kingdom,90.16,Aggregate UK spending on credit and debit cards,number,NSA
2021-06-29,2021-06-29,day,K02000001,United Kingdom,91.24,Aggregate UK spending on credit and debit cards,number,NSA
2021-06-30,2021-06-30,day,K02000001,United Kingdom,91.91,Aggregate UK spending on credit and debit cards,number,NSA
2021-07-01,2021-07-01,day,K02000001,United Kingdom,93.42,Aggregate UK spending on credit and debit cards,number,NSA
2021-07-02,2021-07-02,day,K02000001,United Kingdom,94.67,Aggregate UK spending on credit and debit cards,number,NSA
2021-07-05,2021-07-05,day,K02000001,United Kingdom,94.68,Aggregate UK spending on credit and debit cards,number,NSA
2021-07-06,2021-07-06,day,K02000001,United Kingdom,94.41,Aggregate UK spending on credit and debit cards,number,NSA
2021-07-07,2021-07-07,day,K02000001,United Kingdom,94.48,Aggregate UK spending on credit and debit cards,number,NSA
2021-07-08,2021-07-08,day,K02000001,United Kingdom,93.63,Aggregate UK spending on credit and debit cards,number,NSA
2021-07-09,2021-07-09,day,K02000001,United Kingdom,92.58,Aggregate UK spending on credit and debit cards,number,NSA
2021-07-12,2021-07-12,day,K02000001,United Kingdom,90.94,Aggregate UK spending on credit and debit cards,number,NSA
2021-07-13,2021-07-13,day,K02000001,United Kingdom,89.66,Aggregate UK spending on credit and debit cards,number,NSA
2021-07-14,2021-07-14,day,K02000001,United Kingdom,89.17,Aggregate UK spending on credit and debit cards,number,NSA
2021-07-15,2021-07-15,day,K02000001,United Kingdom,88.64,Aggregate UK spending on credit and debit cards,number,NSA
2021-07-16,2021-07-16,day,K02000001,United Kingdom,88.53,Aggregate UK spending on credit and debit cards,number,NSA
2021-07-19,2021-07-19,day,K02000001,United Kingdom,88.08,Aggregate UK spending on credit and debit cards,number,NSA
2021-07-20,2021-07-20,day,K02000001,United Kingdom,89.7,Aggregate UK spending on credit and debit cards,number,NSA
2021-07-21,2021-07-21,day,K02000001,United Kingdom,90.26,Aggregate UK spending on credit and debit cards,number,NSA
2021-07-22,2021-07-22,day,K02000001,United Kingdom,90.7,Aggregate UK spending on credit and debit cards,number,NSA
